Title,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,PDB EXPDTA PH,Standard Value
CHEMBL4111756,-10.307,-0.332,-1.044,-2.324,-10.319,-4.216,-0.32,-1.639,-50.901,-13.405,0.411,0.0,-102.721,-64.306,,1400.0
CHEMBL4111778,-9.116,-0.304,-0.944,-2.071,-9.196,-3.68,0.0,-2.357,-55.492,-6.332,0.627,-0.062,-91.491,-61.824,,4.3
CHEMBL4111811,-10.117,-0.375,-1.124,-2.355,-10.174,-3.745,-0.32,-2.406,-45.005,-13.288,0.56,-0.019,-100.58,-58.293,,1474.0
CHEMBL4111861,-9.512,-0.288,-0.925,-2.115,-9.512,-3.619,-0.307,-2.474,-56.183,-7.246,0.784,0.0,-91.991,-63.429,,1.9
CHEMBL4111862,-10.049,-0.287,-0.939,-2.206,-10.052,-3.758,-0.334,-1.607,-52.712,-13.827,0.42,-0.063,-104.31,-66.539,,20.0
CHEMBL4111866,-11.011,-0.334,-1.07,-2.449,-11.105,-3.759,-0.568,-3.269,-58.024,-9.78,0.865,-0.006,-108.655,-67.804,,7.0
CHEMBL4111872,-10.767,-0.326,-1.047,-2.395,-10.859,-3.557,-0.475,-3.324,-57.864,-9.309,0.794,-0.007,-106.695,-67.173,,1.8
CHEMBL4111880,-9.866,-0.329,-1.022,-2.242,-9.976,-3.57,-0.207,-2.833,-57.273,-6.74,0.6,-0.091,-97.442,-64.013,,17.3
CHEMBL4111891,-7.138,-0.223,-0.708,-1.598,-7.158,-1.898,-0.16,-1.386,-39.267,-16.384,0.82,-0.113,-82.296,-55.652,,16.8
CHEMBL4111939,-8.741,-0.257,-0.833,-1.931,-8.824,-2.939,-0.145,-2.39,-56.152,-8.693,0.794,-0.032,-97.026,-64.846,,5.0
CHEMBL4111965,-11.05,-0.368,-1.144,-2.511,-11.106,-4.254,-0.32,-2.616,-49.709,-12.428,0.474,-0.04,-108.786,-62.137,,466.0
CHEMBL4111974,-11.792,-0.319,-1.062,-2.558,-11.792,-3.896,-0.511,-2.961,-66.275,-11.952,0.728,-0.046,-123.993,-78.227,,2.1
CHEMBL4111977,-8.674,-0.271,-0.861,-1.942,-8.679,-3.147,-0.225,-1.945,-45.342,-10.951,0.6,-0.052,-85.914,-56.293,,310.0
CHEMBL4112012,-10.078,-0.305,-0.98,-2.241,-10.173,-4.449,-0.127,-1.835,-51.282,-9.591,0.35,-0.11,-103.732,-60.873,,70.0
CHEMBL4112018,-9.236,-0.243,-0.817,-1.992,-9.24,-3.558,-0.272,-1.852,-51.76,-8.761,0.364,-0.019,-89.769,-60.522,,11.0
CHEMBL4112023,-10.176,-0.328,-1.031,-2.295,-10.255,-3.678,-0.458,-2.713,-56.544,-9.612,0.877,-0.014,-104.896,-66.155,,7.1
CHEMBL4112058,-11.048,-0.299,-0.995,-2.396,-11.288,-4.164,-0.695,-2.241,-61.734,-11.584,0.657,-0.021,-104.008,-73.318,,2.6
CHEMBL4112067,-10.589,-0.331,-1.051,-2.371,-10.669,-3.751,-0.526,-2.965,-52.273,-9.398,0.692,-0.095,-99.382,-61.671,,14.2
CHEMBL4112080,-9.3,-0.266,-0.869,-2.042,-9.395,-3.536,-0.4,-1.014,-56.329,-12.527,0.396,-0.145,-106.942,-68.856,,2403.0
CHEMBL4112091,-10.685,-0.274,-0.929,-2.291,-10.688,-4.027,-0.32,-2.004,-56.339,-10.436,0.238,-0.193,-103.098,-66.774,,9.0
CHEMBL4112117,-8.864,-0.253,-0.828,-1.946,-8.864,-3.556,-0.092,-1.838,-59.254,-7.259,0.705,-0.032,-91.214,-66.513,,5.8
CHEMBL4112120,-9.91,-0.283,-0.926,-2.176,-9.988,-2.955,-0.464,-2.225,-59.897,-14.177,0.803,-0.026,-112.099,-74.074,,9.7
CHEMBL4112124,-9.987,-0.322,-1.012,-2.252,-10.082,-3.894,-0.317,-2.131,-55.906,-9.56,0.514,-0.024,-107.51,-65.466,,21.0
CHEMBL4112161,-10.467,-0.349,-1.084,-2.378,-10.546,-3.77,-0.497,-3.151,-53.243,-8.395,0.804,-0.01,-98.304,-61.638,,7.0
CHEMBL4112163,-9.042,-0.238,-0.8,-1.95,-9.042,-3.634,-0.598,-0.883,-54.201,-11.492,0.558,-0.052,-98.787,-65.694,,36.7
CHEMBL4112188,-9.876,-0.353,-1.071,-2.28,-9.888,-3.465,-0.32,-2.541,-49.766,-11.062,0.611,-0.026,-103.223,-60.828,,2300.0
CHEMBL4112197,-7.346,-0.193,-0.65,-1.584,-7.346,-3.183,-0.16,-1.633,-54.139,-3.001,0.885,-0.097,-78.6,-57.14,,5.7
CHEMBL4112199,-9.227,-0.288,-0.915,-2.066,-9.322,-3.59,-0.16,-1.285,-57.049,-12.586,0.488,-0.034,-107.147,-69.635,,330.0
CHEMBL4112221,-9.579,-0.274,-0.895,-2.103,-9.591,-3.578,-0.035,-1.223,-47.4,-18.453,0.416,-0.034,-102.213,-65.854,,450.0
CHEMBL4112222,-9.882,-0.282,-0.924,-2.169,-9.882,-3.755,0.0,-2.784,-64.892,-4.835,0.651,-0.024,-103.487,-69.727,,4.3
CHEMBL4112226,-10.176,-0.299,-0.97,-2.248,-10.176,-3.783,-0.32,-3.186,-57.821,-5.531,0.834,0.0,-94.316,-63.352,,5.9
CHEMBL4112231,-8.961,-0.28,-0.889,-2.007,-8.994,-2.88,-0.341,-2.6,-52.933,-8.637,0.8,-0.03,-92.865,-61.57,,15.3
CHEMBL4112264,-9.453,-0.305,-0.958,-2.132,-9.458,-4.231,-0.06,-1.648,-53.149,-8.18,0.413,-0.048,-86.571,-61.329,,570.0
CHEMBL4112273,-10.068,-0.315,-0.999,-2.255,-10.068,-3.402,-0.453,-3.12,-53.759,-8.073,0.817,-0.011,-88.573,-61.832,,2.0
CHEMBL4112293,-11.426,-0.301,-1.011,-2.464,-11.529,-3.542,-0.611,-2.878,-60.771,-14.11,0.675,-0.018,-115.345,-74.88,,4.0
CHEMBL4112330,-9.702,-0.313,-0.983,-2.188,-9.707,-3.783,-0.12,-1.724,-45.107,-14.876,0.442,-0.034,-94.753,-59.983,,85.0
CHEMBL4112370,-7.991,-0.242,-0.777,-1.777,-7.991,-2.766,-0.16,-1.925,-48.052,-8.96,0.771,-0.164,-76.977,-57.012,,23.2
CHEMBL4112374,-10.762,-0.283,-0.952,-2.321,-10.762,-3.675,-0.505,-2.895,-61.131,-8.46,0.685,-0.047,-111.245,-69.592,,2.2
CHEMBL4112383,-9.874,-0.247,-0.844,-2.106,-9.879,-4.345,-0.177,-0.384,-62.536,-14.718,0.449,-0.087,-112.346,-77.254,,100.0
CHEMBL4112384,-11.042,-0.307,-1.013,-2.409,-11.133,-3.533,-0.499,-3.037,-66.553,-9.948,0.764,-0.007,-118.48,-76.5,,1.1
CHEMBL4112394,-6.557,-0.182,-0.601,-1.43,-6.557,-2.116,-0.283,-1.399,-49.797,-6.751,0.903,-0.159,-73.551,-56.548,,3.2
CHEMBL4112396,-10.284,-0.271,-0.91,-2.217,-10.284,-3.873,-0.288,-1.189,-45.579,-20.343,0.432,-0.035,-89.456,-65.923,,6.2
CHEMBL4112418,-9.253,-0.264,-0.865,-2.031,-9.339,-3.23,-0.453,-2.416,-53.275,-8.645,0.773,-0.051,-94.039,-61.92,,4.8
CHEMBL4112425,-9.081,-0.303,-0.941,-2.063,-9.153,-3.541,-0.308,-2.041,-45.208,-9.211,0.438,-0.059,-87.819,-54.419,,191.0
CHEMBL4112434,-10.382,-0.305,-0.989,-2.294,-10.382,-3.831,-0.171,-3.09,-56.569,-7.981,0.736,0.0,-98.446,-64.55,,1.0
CHEMBL4112444,-9.866,-0.253,-0.858,-2.116,-10.008,-3.59,-0.243,-2.183,-61.193,-8.123,0.507,-0.221,-100.914,-69.315,,3.3
CHEMBL4112445,-10.801,-0.327,-1.05,-2.402,-10.801,-3.644,-0.586,-3.276,-56.189,-9.087,0.882,-0.004,-99.621,-65.276,,3.2
CHEMBL4112464,-9.801,-0.306,-0.972,-2.195,-9.886,-3.457,-0.433,-2.9,-56.724,-6.88,0.833,-0.06,-97.239,-63.604,,9.3
CHEMBL4112477,-9.472,-0.231,-0.797,-2.01,-9.472,-3.662,-0.159,-2.242,-50.409,-9.013,0.534,-0.07,-81.994,-59.423,,4.1
CHEMBL4112492,-10.599,-0.353,-1.098,-2.408,-10.684,-4.149,-0.32,-2.312,-51.722,-11.382,0.434,-0.044,-106.882,-63.104,,97.0
CHEMBL4112508,-8.485,-0.274,-0.86,-1.914,-8.492,-2.834,-0.157,-1.716,-47.858,-12.736,0.553,-0.034,-89.728,-60.594,,3457.0
CHEMBL4112525,-9.804,-0.272,-0.899,-2.139,-9.804,-3.639,0.0,-2.716,-61.94,-5.505,0.598,-0.124,-97.216,-67.445,,2.5
CHEMBL4112526,-9.77,-0.315,-0.99,-2.203,-9.867,-3.433,-0.253,-1.651,-46.957,-17.618,0.508,-0.048,-92.902,-64.575,,864.0
CHEMBL4112528,-7.564,-0.222,-0.721,-1.671,-7.569,-3.73,-0.32,-0.876,-43.886,-5.893,0.448,-0.012,-64.994,-49.78,,1200.0
CHEMBL4112534,-7.37,-0.199,-0.664,-1.598,-7.372,-3.554,-0.22,-0.704,-49.25,-4.808,0.344,-0.055,-70.979,-54.058,,5.6
CHEMBL4112539,-9.391,-0.276,-0.895,-2.075,-9.391,-2.92,-0.243,-3.13,-57.91,-6.279,0.739,0.0,-94.698,-64.188,,7.4
CHEMBL4112547,-9.884,-0.282,-0.924,-2.17,-9.964,-3.234,-0.175,-3.152,-56.835,-8.828,0.8,-0.036,-103.566,-65.663,,10.7
CHEMBL4112550,-9.385,-0.284,-0.912,-2.087,-9.39,-3.948,-0.32,-1.529,-47.26,-11.806,0.541,0.0,-88.546,-59.066,,5123.0
CHEMBL4112564,-9.964,-0.285,-0.931,-2.187,-10.145,-4.474,-0.329,-1.536,-52.283,-10.783,0.426,0.0,-102.625,-63.067,,89.0
CHEMBL4112570,-9.519,-0.307,-0.965,-2.147,-9.598,-3.636,-0.16,-2.304,-56.794,-8.378,0.693,-0.095,-98.998,-65.172,,4.1
CHEMBL4112572,-10.373,-0.288,-0.951,-2.263,-10.623,-3.906,-0.32,-2.097,-60.226,-10.843,0.375,-0.036,-110.458,-71.068,,9.0
CHEMBL4112653,-8.009,-0.222,-0.735,-1.747,-8.014,-3.571,-0.2,-0.827,-50.259,-7.973,0.437,-0.143,-88.391,-58.233,,16.0
CHEMBL4112662,-11.122,-0.327,-1.06,-2.457,-11.179,-3.353,-0.096,-3.324,-55.489,-16.117,0.825,-0.04,-120.18,-71.605,,8.5
CHEMBL4112700,-10.063,-0.347,-1.066,-2.304,-10.067,-4.568,-0.635,-1.578,-50.733,-9.694,0.705,0.0,-88.377,-60.427,,63.0
CHEMBL4112724,-10.504,-0.292,-0.963,-2.292,-10.538,-3.363,-0.935,-2.434,-55.156,-12.289,0.8,-0.006,-104.4,-67.445,,3.3
CHEMBL4112745,-10.389,-0.335,-1.053,-2.343,-10.389,-3.547,-0.516,-3.159,-55.944,-7.718,0.796,-0.008,-100.333,-63.662,,10.0
CHEMBL4112749,-9.791,-0.363,-1.088,-2.279,-9.798,-3.13,-0.482,-1.986,-33.533,-21.877,0.757,0.0,-83.385,-55.41,,1791.0
CHEMBL4112750,-11.526,-0.339,-1.098,-2.546,-11.526,-3.745,-0.861,-2.949,-53.41,-14.218,0.834,-0.002,-106.814,-67.628,,2.8
CHEMBL4112758,-9.076,-0.324,-0.984,-2.095,-9.093,-3.582,-0.157,-1.521,-48.719,-12.362,0.498,-0.039,-95.097,-61.082,,11.0
CHEMBL4112769,-8.347,-0.22,-0.738,-1.8,-8.347,-3.48,-0.144,-0.558,-45.14,-15.222,0.433,-0.058,-78.603,-60.362,,13.3
CHEMBL4112772,-9.366,-0.347,-1.041,-2.18,-9.37,-3.841,-0.32,-1.436,-49.209,-13.888,0.778,-0.008,-102.86,-63.097,,450.0
CHEMBL4112779,-10.154,-0.274,-0.914,-2.202,-10.154,-3.985,-0.35,-1.379,-53.777,-13.372,0.258,-0.004,-89.612,-67.148,,196.0
CHEMBL4112802,-9.543,-0.298,-0.947,-2.137,-9.543,-3.551,-0.16,-2.591,-54.262,-8.963,0.817,0.0,-95.908,-63.226,,1.5
CHEMBL4112812,-9.44,-0.236,-0.807,-2.013,-11.064,-3.404,-0.708,-2.627,-61.249,-12.537,0.63,-0.012,-121.053,-73.786,,4.0
CHEMBL4112814,-10.127,-0.266,-0.896,-2.184,-10.127,-3.674,-0.16,-2.222,-62.603,-10.668,0.687,-0.027,-107.404,-73.271,,2.9
CHEMBL4112827,-9.677,-0.293,-0.941,-2.152,-9.694,-3.894,-0.46,-1.048,-41.023,-17.933,0.449,0.0,-82.393,-58.956,,8.4
CHEMBL4112848,-9.562,-0.299,-0.949,-2.141,-9.562,-3.204,-0.021,-3.314,-58.014,-6.373,0.834,0.0,-97.415,-64.387,,4.5
CHEMBL4112861,-10.638,-0.288,-0.958,-2.307,-10.641,-3.896,-0.355,-1.947,-58.264,-12.619,0.38,-0.017,-110.604,-70.883,,10.0
CHEMBL4112863,-6.96,-0.158,-0.558,-1.455,-7.062,-2.677,-0.406,-0.991,-47.177,-5.267,0.518,-0.357,-69.672,-52.444,,3.9
CHEMBL4112867,-9.653,-0.248,-0.839,-2.07,-9.778,-3.575,-0.32,-2.986,-49.212,-5.836,0.504,-0.064,-81.804,-55.048,,3.0
CHEMBL4112884,-11.048,-0.345,-1.096,-2.474,-11.128,-3.802,-0.496,-3.407,-56.885,-9.351,0.834,-0.009,-106.314,-66.236,,4.5
CHEMBL4112885,-9.344,-0.253,-0.842,-2.026,-9.351,-3.494,0.0,-1.433,-55.122,-14.584,0.536,-0.017,-104.912,-69.706,,110.0
CHEMBL4112912,-9.769,-0.279,-0.913,-2.145,-9.769,-3.409,-0.701,-2.162,-54.342,-10.924,0.859,0.0,-100.353,-65.266,,2.4
CHEMBL4112913,-11.648,-0.353,-1.132,-2.59,-11.74,-3.594,-0.663,-3.244,-55.554,-14.37,0.778,-0.083,-114.126,-69.923,,1.6
CHEMBL4112923,-10.432,-0.348,-1.08,-2.37,-10.527,-4.126,-0.32,-1.923,-54.37,-11.55,0.336,-0.042,-109.6,-65.92,,19.0
CHEMBL4112926,-10.231,-0.31,-0.994,-2.275,-10.231,-3.792,-0.369,-2.523,-54.571,-11.288,0.875,0.0,-97.818,-65.859,,2.6
CHEMBL4112958,-10.627,-0.304,-0.993,-2.333,-10.69,-3.749,-0.606,-2.772,-57.585,-9.517,0.774,-0.03,-103.676,-67.102,,6.7
CHEMBL4112969,-10.568,-0.341,-1.071,-2.383,-10.574,-4.03,-0.32,-2.397,-52.76,-10.348,0.4,-0.037,-100.339,-63.108,,78.0
CHEMBL4112990,-10.105,-0.281,-0.927,-2.205,-10.108,-4.054,-0.207,-1.53,-58.695,-11.452,0.375,-0.039,-111.25,-70.148,,8.0
CHEMBL4112994,-10.46,-0.349,-1.083,-2.377,-10.47,-3.962,-0.48,-1.817,-44.169,-17.127,0.567,0.0,-88.451,-61.297,,213.5
CHEMBL4113003,-9.982,-0.294,-0.951,-2.205,-9.986,-3.84,-0.304,-1.692,-49.82,-13.553,0.397,-0.024,-89.345,-63.372,,17.9
CHEMBL4113026,-10.244,-0.353,-1.085,-2.346,-10.246,-4.266,-0.32,-2.202,-51.589,-8.799,0.464,-0.023,-97.177,-60.388,,380.0
CHEMBL4113028,-7.69,-0.22,-0.719,-1.688,-7.777,-4.027,0.0,-0.659,-48.348,-7.226,0.462,-0.051,-70.67,-55.574,,3180.0
CHEMBL4113034,-10.363,-0.259,-0.886,-2.21,-10.363,-3.659,-0.152,-2.79,-57.715,-8.305,0.578,-0.209,-91.769,-66.021,,4.1
CHEMBL4113046,-10.019,-0.304,-0.974,-2.228,-10.024,-3.925,-0.31,-2.021,-57.585,-8.413,0.372,0.0,-98.144,-65.997,,330.0
CHEMBL4113064,-10.235,-0.33,-1.037,-2.308,-10.235,-4.395,-0.501,-2.255,-56.14,-7.18,0.805,-0.005,-94.56,-63.32,,3.4
CHEMBL4113079,-10.008,-0.294,-0.954,-2.211,-10.013,-3.811,-0.676,-1.852,-47.857,-11.147,0.435,-0.043,-91.479,-59.004,,250.0
CHEMBL4113086,-9.994,-0.294,-0.952,-2.208,-10.017,-4.224,-0.32,-1.337,-52.049,-13.123,0.436,0.0,-107.447,-65.172,,180.0
CHEMBL4113091,-7.109,-0.229,-0.72,-1.603,-7.136,-1.971,-0.406,-1.576,-41.44,-12.838,0.877,-0.063,-79.839,-54.278,,10.9
CHEMBL4113092,-11.157,-0.338,-1.084,-2.481,-11.163,-3.687,-0.116,-3.284,-56.065,-13.59,0.784,-0.018,-114.329,-69.655,,4.1
CHEMBL4113113,-9.082,-0.293,-0.92,-2.048,-9.23,-3.535,-0.04,-1.441,-48.435,-14.356,0.397,-0.035,-98.599,-62.791,,792.0
CHEMBL4113144,-9.385,-0.284,-0.912,-2.087,-9.385,-3.883,-0.16,-2.167,-56.236,-7.188,0.715,0.0,-89.741,-63.424,,1.9
CHEMBL4113174,-10.057,-0.305,-0.977,-2.237,-10.152,-4.079,-0.317,-2.04,-53.287,-9.245,0.448,-0.112,-106.485,-62.533,,99.0
CHEMBL4113183,-10.752,-0.347,-1.09,-2.425,-10.757,-3.883,-0.408,-2.245,-46.452,-15.89,0.512,-0.028,-103.254,-62.342,,62.0
CHEMBL4113184,-10.472,-0.262,-0.895,-2.233,-10.472,-3.222,-0.592,-2.858,-62.205,-8.825,0.658,-0.024,-104.565,-71.031,,2.5
CHEMBL4113185,-11.585,-0.341,-1.104,-2.559,-11.676,-3.391,-0.668,-3.262,-54.782,-15.161,0.751,-0.092,-114.756,-69.942,,6.2
CHEMBL4113207,-10.348,-0.296,-0.967,-2.272,-10.348,-3.765,-0.587,-2.03,-60.797,-10.37,0.633,-0.004,-108.44,-71.167,,7.8
CHEMBL4113216,-9.174,-0.248,-0.826,-1.99,-10.326,-4.573,-0.32,-1.813,-60.165,-6.4,0.358,-0.01,-97.851,-66.564,,2500.0
CHEMBL4113223,-10.22,-0.341,-1.058,-2.322,-10.22,-4.16,-0.32,-2.598,-52.39,-9.168,0.853,0.0,-91.593,-61.558,,5.3
CHEMBL4113237,-11.493,-0.319,-1.054,-2.508,-11.493,-3.806,-0.483,-3.031,-66.775,-10.394,0.758,-0.034,-122.2,-77.169,,2.9
CHEMBL4113240,-10.553,-0.293,-0.968,-2.302,-10.616,-3.526,-0.63,-2.953,-57.798,-9.284,0.8,-0.025,-102.946,-67.082,,14.2
CHEMBL4113245,-10.77,-0.337,-1.068,-2.412,-10.841,-3.613,-0.471,-3.389,-57.007,-9.648,0.938,-0.008,-107.217,-66.655,,7.5
CHEMBL4113269,-10.688,-0.324,-1.039,-2.377,-10.779,-3.442,-0.607,-3.0,-46.19,-14.267,0.759,-0.04,-97.801,-60.457,,22.7
CHEMBL4113284,-10.559,-0.33,-1.048,-2.364,-10.559,-3.42,-0.545,-3.307,-55.938,-8.791,0.834,-0.005,-102.939,-64.729,,3.5
CHEMBL4113330,-10.275,-0.321,-1.019,-2.301,-10.275,-3.202,-0.489,-3.3,-57.184,-8.282,0.827,-0.01,-102.673,-65.466,,12.6
CHEMBL4113337,-10.87,-0.294,-0.979,-2.357,-10.877,-4.037,-0.731,-2.372,-65.172,-7.566,0.657,0.0,-103.045,-72.738,,2.5
CHEMBL4113386,-9.944,-0.321,-1.008,-2.243,-9.949,-3.861,-0.268,-2.221,-48.63,-10.257,0.41,-0.039,-101.235,-58.886,,63.0
CHEMBL4113418,-10.204,-0.34,-1.057,-2.318,-10.292,-4.019,-0.32,-2.503,-50.779,-9.112,0.485,-0.029,-98.686,-59.892,,34.0
CHEMBL4113432,-10.938,-0.296,-0.985,-2.372,-10.938,-3.618,-0.489,-2.833,-66.235,-8.679,0.615,0.0,-101.885,-74.914,,2.6
CHEMBL4113443,-10.453,-0.317,-1.016,-2.325,-10.537,-3.712,-0.741,-2.45,-48.152,-13.197,0.753,0.0,-96.653,-61.349,,3.4
CHEMBL4113480,-9.231,-0.28,-0.897,-2.053,-9.231,-3.989,-0.242,-0.528,-41.8,-19.092,0.529,-0.047,-84.136,-60.892,,324.0
CHEMBL4113503,-6.775,-0.174,-0.589,-1.453,-6.775,-3.661,0.0,-0.556,-51.312,-1.936,0.345,-0.048,-69.137,-53.248,,23.0
CHEMBL4113524,-9.657,-0.312,-0.979,-2.178,-9.657,-2.844,-0.333,-3.366,-55.047,-6.762,0.652,0.0,-94.605,-61.81,,8.7
CHEMBL4113532,-11.321,-0.29,-0.984,-2.428,-11.321,-3.527,-0.789,-2.915,-58.522,-12.008,0.715,-0.077,-102.68,-70.53,,10.3
CHEMBL4113534,-9.047,-0.274,-0.879,-2.012,-9.142,-3.593,0.0,-1.202,-50.687,-14.443,0.366,-0.012,-103.951,-65.13,,1300.0
CHEMBL4113542,-7.555,-0.194,-0.657,-1.62,-7.555,-1.434,-0.975,-0.903,-39.996,-17.471,0.671,-0.293,-82.093,-57.467,,2.1
CHEMBL4113582,-11.289,-0.289,-0.982,-2.421,-11.356,-4.0,-0.784,-2.372,-54.458,-14.167,0.673,-0.025,-98.54,-68.626,,2.1
CHEMBL4113585,-10.138,-0.26,-0.882,-2.174,-11.26,-3.462,-0.376,-2.434,-51.957,-20.452,0.712,-0.034,-121.244,-72.409,,5.2
CHEMBL4113624,-11.442,-0.309,-1.03,-2.481,-11.442,-3.498,-0.883,-2.957,-60.095,-12.601,0.795,-0.003,-113.148,-72.696,,3.2
CHEMBL4113628,-10.212,-0.269,-0.903,-2.202,-10.212,-3.205,-0.061,-2.973,-61.053,-10.244,0.666,-0.05,-106.08,-71.297,,1.7
CHEMBL4113637,-9.758,-0.325,-1.011,-2.217,-9.837,-3.114,-0.47,-3.375,-50.0,-8.558,0.911,-0.006,-90.637,-58.558,,9.5
CHEMBL4113645,-9.621,-0.292,-0.935,-2.14,-9.704,-3.35,-0.525,-2.317,-57.278,-8.838,0.766,-0.088,-102.854,-66.116,,2.7
CHEMBL4113648,-9.587,-0.291,-0.932,-2.132,-9.599,-4.253,-0.52,-1.604,-38.302,-11.459,0.463,-0.051,-85.817,-49.762,,730.0
CHEMBL4113687,-8.885,-0.234,-0.786,-1.916,-8.885,-3.097,-0.737,-1.479,-55.711,-10.143,0.742,-0.008,-92.186,-65.853,,10.5
CHEMBL4113697,-10.085,-0.259,-0.877,-2.163,-10.11,-4.216,-0.32,-1.78,-54.694,-8.419,0.247,-0.043,-95.697,-63.114,,47.0
CHEMBL4113715,-8.433,-0.264,-0.837,-1.888,-8.433,-3.135,-0.222,-0.924,-47.782,-15.597,0.576,0.0,-80.677,-63.379,,459.0
CHEMBL4113721,-10.511,-0.328,-1.043,-2.354,-10.514,-4.229,-0.32,-1.812,-55.129,-11.741,0.39,-0.025,-110.13,-66.87,,450.0
CHEMBL4113747,-12.225,-0.33,-1.101,-2.651,-12.225,-3.592,-0.729,-2.711,-64.176,-16.626,0.592,-0.083,-126.38,-80.802,,0.9
CHEMBL4113759,-10.797,-0.327,-1.049,-2.401,-10.797,-3.996,-0.606,-2.158,-61.124,-11.362,0.723,0.0,-110.911,-72.486,,4.9
CHEMBL4113763,-10.218,-0.284,-0.937,-2.229,-10.218,-3.688,-0.226,-2.157,-63.335,-10.181,0.618,-0.07,-102.308,-73.517,,3.0
CHEMBL4113814,-10.005,-0.286,-0.935,-2.196,-10.005,-4.468,-0.195,-1.525,-48.399,-12.565,0.487,0.0,-91.212,-60.963,,22.5
CHEMBL4113859,-7.801,-0.205,-0.69,-1.682,-7.801,-3.216,-0.235,-1.413,-47.248,-8.821,0.891,-0.142,-66.28,-56.069,,3.5
CHEMBL4113871,-9.7,-0.243,-0.829,-2.069,-11.361,-3.774,-0.657,-2.94,-59.988,-10.711,0.632,-0.015,-116.129,-70.7,,3.1
CHEMBL4113892,-6.319,-0.171,-0.569,-1.371,-6.32,-3.309,-0.32,0.023,-43.451,-8.378,0.93,-0.214,-65.702,-51.829,,2.8
CHEMBL4113907,-9.502,-0.297,-0.943,-2.128,-9.502,-3.528,-0.956,-0.986,-39.593,-18.729,0.756,0.0,-79.203,-58.322,,60.0
CHEMBL4113923,-9.403,-0.277,-0.896,-2.077,-9.42,-3.831,-0.363,-0.925,-44.027,-16.833,0.426,0.0,-86.16,-60.86,,923.0
CHEMBL4113932,-8.715,-0.349,-1.019,-2.066,-8.715,-3.212,-0.162,-2.16,-46.959,-12.363,1.022,0.0,-88.758,-59.321,,4664.0
CHEMBL4113934,-10.972,-0.323,-1.045,-2.424,-11.053,-3.757,-0.567,-3.161,-56.707,-9.423,0.722,-0.042,-104.7,-66.13,,4.3
CHEMBL4113937,-8.014,-0.267,-0.83,-1.821,-8.014,-2.357,-0.333,-2.369,-51.647,-7.188,0.797,-0.091,-86.078,-58.835,,3.7
CHEMBL4113995,-10.674,-0.288,-0.961,-2.315,-10.767,-3.7,-0.291,-1.557,-58.365,-17.674,0.445,-0.095,-126.411,-76.039,,2.0
CHEMBL4114010,-9.965,-0.311,-0.989,-2.231,-10.057,-3.652,-0.359,-2.612,-58.516,-8.893,0.827,0.0,-104.552,-67.409,,2.8
CHEMBL4114030,-10.505,-0.263,-0.898,-2.24,-10.609,-3.307,-0.657,-2.958,-50.345,-12.567,0.757,-0.041,-90.18,-62.912,,5.2
CHEMBL4114035,-7.985,-0.242,-0.776,-1.776,-7.985,-3.409,-0.327,-0.856,-39.265,-13.144,0.541,0.0,-71.603,-52.409,,575.0
CHEMBL4114042,-10.586,-0.321,-1.029,-2.354,-10.697,-3.601,-0.608,-2.174,-52.586,-14.015,0.456,-0.039,-110.666,-66.601,,110.0
CHEMBL4114067,-9.672,-0.255,-0.856,-2.086,-9.818,-4.009,-0.456,-1.598,-50.161,-10.958,0.396,0.0,-81.184,-61.118,,226.0
CHEMBL4114107,-9.831,-0.339,-1.042,-2.251,-9.831,-3.228,-0.545,-3.422,-49.726,-7.538,0.987,-0.006,-88.413,-57.264,,1.9
CHEMBL4114108,-9.856,-0.299,-0.958,-2.192,-9.939,-3.229,-0.518,-2.502,-57.195,-9.477,0.68,-0.089,-101.309,-66.672,,3.1
CHEMBL4114114,-7.076,-0.197,-0.649,-1.544,-7.076,-3.156,-0.301,-1.318,-43.488,-5.293,0.667,0.0,-63.328,-48.781,,1.3
CHEMBL4114115,-11.678,-0.307,-1.033,-2.518,-11.678,-3.455,-0.759,-2.622,-63.853,-16.058,0.759,0.0,-123.531,-79.912,,1.5
CHEMBL4114127,-9.254,-0.25,-0.833,-2.007,-9.254,-3.451,-0.184,-2.175,-62.254,-7.764,0.855,-0.021,-100.12,-70.018,,9.9
CHEMBL4114134,-9.879,-0.341,-1.047,-2.262,-9.936,-3.957,-0.317,-2.212,-50.034,-10.146,0.619,-0.046,-96.178,-60.18,,512.0
CHEMBL4114135,-11.284,-0.305,-1.016,-2.447,-11.439,-3.855,-0.546,-2.201,-62.297,-16.412,0.786,-0.046,-129.073,-78.709,,10.8
CHEMBL4114137,-9.21,-0.288,-0.914,-2.062,-9.21,-3.622,-0.48,-1.341,-38.496,-16.449,0.625,0.0,-75.663,-54.945,,19.0
CHEMBL4114139,-8.133,-0.246,-0.79,-1.809,-8.133,-3.221,-0.18,-1.399,-49.106,-9.967,0.778,-0.159,-83.196,-59.074,,4.8
CHEMBL4114212,-12.29,-0.315,-1.069,-2.635,-12.449,-3.487,-0.784,-3.173,-50.712,-19.638,0.689,-0.213,-111.855,-70.35,,6.8
