Title,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy
CHEMBL3343034,-7.337,-0.245,-0.76,-1.667,-7.364,-3.076,-0.122,-1.325,-42.078,-8.992,0.611,0,-70.894,-51.07
CHEMBL3951115,-7.336,-0.237,-0.743,-1.655,-7.336,-3.206,-0.259,-1.808,-42.5,-3.225,0.58,-0.034,-67.689,-45.725
CHEMBL3361255,-7.335,-0.237,-0.743,-1.654,-8.032,-3.373,-0.356,-1.037,-47.165,-9.383,0.502,-0.002,-73.314,-56.548
CHEMBL4748082,-7.335,-0.222,-0.713,-1.631,-9.184,-3.802,-0.545,-1.683,-49.144,-7.987,0.6,-0.1,-88.346,-57.131
CHEMBL4790506,-7.333,-0.204,-0.673,-1.6,-9.183,-3.636,-0.44,-1.807,-52.702,-7.455,0.507,-0.054,-91.633,-60.157
CHEMBL3962309,-7.331,-0.305,-0.881,-1.755,-7.331,-2.232,0,-2.736,-40.221,-5.534,0.478,0,-64.603,-45.755
CHEMBL3931566,-7.329,-0.293,-0.857,-1.737,-7.329,-3.902,0,-1.49,-41.738,-3.178,0.626,0,-59.017,-44.917
CHEMBL4112572,-7.329,-0.204,-0.672,-1.599,-9.547,-3.58,0,-1.226,-55.742,-14.831,0.373,-0.103,-108.661,-70.573
CHEMBL4110321,-7.328,-0.271,-0.814,-1.706,-7.332,-3.799,0,-1.448,-41.879,-2.547,0.391,0,-57.905,-44.426
CHEMBL3909526,-7.328,-0.209,-0.685,-1.609,-7.329,-3.669,0,-1.098,-48.613,-4.498,0.543,0,-73.815,-53.11
CHEMBL3945694,-7.327,-0.193,-0.648,-1.58,-8.712,-3.437,-0.32,-1.799,-53.395,-6.254,0.465,-0.013,-85.982,-59.649
CHEMBL3928721,-7.325,-0.203,-0.672,-1.598,-7.869,-4.159,-0.069,-0.33,-55.476,-6.913,0.61,-0.111,-84.921,-62.389
CHEMBL3978235,-7.325,-0.349,-0.962,-1.811,-7.325,-3.121,-0.24,-2.278,-37.004,-3.36,0.669,0,-54.463,-40.364
CHEMBL3897686,-7.32,-0.215,-0.697,-1.617,-7.321,-4.26,0,-0.414,-53.082,-3.593,0.574,-0.027,-77.102,-56.674
CHEMBL4113174,-7.32,-0.222,-0.711,-1.628,-8.458,-3.328,-0.108,-1.093,-49.458,-12.167,0.449,-0.081,-95.3,-61.624
CHEMBL4276946,-7.319,-0.407,-1.066,-1.881,-7.319,-2.812,-0.276,-2.477,-34.801,-1.589,0.224,0,-52.098,-36.39
CHEMBL3974589,-7.318,-0.198,-0.659,-1.587,-7.343,-3.776,-0.426,0.505,-52.787,-9.18,0.491,-0.121,-76.975,-61.968
CHEMBL3951560,-7.318,-0.203,-0.671,-1.597,-7.318,-2.956,-0.266,-1.069,-44.359,-8.392,0.517,-0.067,-69.334,-52.751
CHEMBL3894727,-7.317,-0.166,-0.587,-1.529,-7.376,-3.779,-0.039,-0.217,-52.901,-5.861,0.242,-0.058,-85.359,-58.762
CHEMBL4225923,-7.316,-0.222,-0.711,-1.627,-8.999,-3.568,-0.383,-1.888,-52.207,-6.33,0.4,0,-87.814,-58.536
CHEMBL3905639,-7.316,-0.203,-0.671,-1.596,-7.375,-4.107,-0.32,-0.566,-46.812,-4.528,0.675,-0.037,-80.138,-51.341
CHEMBL4113086,-7.315,-0.215,-0.697,-1.616,-9.653,-4.256,-0.32,-1.364,-48.169,-11.611,0.437,0,-93.763,-59.78
CHEMBL3622186,-7.315,-0.271,-0.813,-1.703,-9.18,-3.374,-0.364,-1.932,-37.046,-14.433,0.509,-0.002,-74.462,-51.479
CHEMBL3622186,-7.315,-0.271,-0.813,-1.703,-9.18,-3.374,-0.364,-1.932,-37.046,-14.433,0.509,-0.002,-74.462,-51.479
CHEMBL3942146,-7.314,-0.236,-0.741,-1.65,-8.445,-3.445,-0.074,-1.436,-47.66,-9.535,0.415,-0.091,-80.888,-57.195
CHEMBL3975410,-7.311,-0.209,-0.683,-1.605,-8.804,-3.735,-0.32,-1.675,-46.733,-6.494,0.519,-0.283,-79.161,-53.228
CHEMBL3353200,-7.31,-0.187,-0.636,-1.567,-8.731,-3.495,-0.229,-0.551,-49.073,-15.976,0.483,-0.09,-83.625,-65.049
CHEMBL4290222,-7.308,-0.236,-0.741,-1.648,-7.438,-3.243,0,-1.544,-48.582,-4.368,0.434,-0.002,-74.385,-52.95
CHEMBL4290222,-7.308,-0.236,-0.741,-1.648,-7.438,-3.243,0,-1.544,-48.582,-4.368,0.434,-0.002,-74.385,-52.95
CHEMBL4290222,-7.308,-0.236,-0.741,-1.648,-7.438,-3.243,0,-1.544,-48.582,-4.368,0.434,-0.002,-74.385,-52.95
CHEMBL4290222,-7.308,-0.236,-0.741,-1.648,-7.438,-3.243,0,-1.544,-48.582,-4.368,0.434,-0.002,-74.385,-52.95
CHEMBL4290222,-7.308,-0.236,-0.741,-1.648,-7.438,-3.243,0,-1.544,-48.582,-4.368,0.434,-0.002,-74.385,-52.95
CHEMBL4110461,-7.308,-0.221,-0.71,-1.625,-9.837,-3.748,-0.477,-1.661,-43.013,-15.268,0.49,0,-75.912,-58.281
CHEMBL3900722,-7.305,-0.318,-0.903,-1.767,-7.305,-2.708,0,-2.604,-43.323,-3.242,0.66,0,-63.79,-46.565
CHEMBL3956292,-7.302,-0.187,-0.635,-1.566,-7.846,-3.489,0,-1.493,-58.577,-2.861,0.493,0,-82.65,-61.438
CHEMBL3898449,-7.296,-0.187,-0.634,-1.564,-7.327,-2.839,-0.226,-0.852,-52.257,-8.272,0.522,-0.078,-81.106,-60.529
CHEMBL4109087,-7.296,-0.243,-0.756,-1.658,-9.612,-3.951,-0.32,-1.933,-41.718,-11.731,0.438,0,-92.391,-53.449
CHEMBL4112231,-7.295,-0.228,-0.724,-1.633,-9.029,-3.12,-0.205,-2.583,-51.754,-8.873,0.797,0,-95.442,-60.627
CHEMBL4114234,-7.294,-0.208,-0.682,-1.601,-8.433,-3.289,0,-0.956,-48.192,-13.179,0.399,-0.2,-94.039,-61.371
CHEMBL3972812,-7.294,-0.215,-0.695,-1.612,-9.512,-4.485,-0.282,-1.793,-60.428,-3.798,0.639,0,-98.428,-64.225
CHEMBL4474664,-7.293,-0.221,-0.709,-1.622,-7.293,-3.495,0,-1.902,-46.681,-0.024,0.477,-0.034,-62.413,-46.706
CHEMBL404472,-7.291,-0.317,-0.902,-1.763,-9.66,-3.12,-0.16,-2.86,-39.354,-13.59,0.58,-0.094,-93.501,-52.944
CHEMBL3895084,-7.291,-0.235,-0.739,-1.644,-7.294,-2.556,-0.199,-2.564,-46.422,-1.541,0.577,0,-67.926,-47.963
CHEMBL3961746,-7.287,-0.178,-0.613,-1.546,-7.296,-2.563,-0.474,-1.16,-47.295,-7.739,0.484,-0.057,-80.762,-55.034
CHEMBL4109266,-7.287,-0.187,-0.634,-1.562,-9.685,-3.254,-0.634,-1.662,-48.755,-13.126,0.546,-0.274,-91.235,-61.88
CHEMBL4111939,-7.286,-0.214,-0.694,-1.61,-8.494,-2.901,-0.193,-2.374,-54.178,-7.251,0.791,-0.019,-93.448,-61.428
CHEMBL4633251,-7.284,-0.304,-0.875,-1.743,-7.325,-3.852,0,-1.59,-43.746,-2.282,0.647,0,-67.227,-46.028
CHEMBL4633251,-7.284,-0.304,-0.875,-1.743,-7.325,-3.852,0,-1.59,-43.746,-2.282,0.647,0,-67.227,-46.028
CHEMBL3942073,-7.284,-0.192,-0.644,-1.571,-7.284,-2.979,-0.104,-1.275,-52.944,-3.397,0.354,-0.123,-77.672,-56.342
CHEMBL3907661,-7.283,-0.235,-0.738,-1.643,-9.506,-3.731,-0.05,-2.229,-54.521,-9.154,0.604,0,-106.366,-63.675
CHEMBL4644871,-7.282,-0.28,-0.83,-1.71,-7.32,-4.167,0,-1.397,-46.056,-1.975,0.843,0,-70.527,-48.031
CHEMBL4644871,-7.282,-0.28,-0.83,-1.71,-7.32,-4.167,0,-1.397,-46.056,-1.975,0.843,0,-70.527,-48.031
CHEMBL4644871,-7.282,-0.28,-0.83,-1.71,-7.32,-4.167,0,-1.397,-46.056,-1.975,0.843,0,-70.527,-48.031
CHEMBL4114391,-7.282,-0.192,-0.644,-1.57,-9.18,-3.905,0,-1.04,-56.891,-11.408,0.369,-0.048,-90.78,-68.299
CHEMBL4791281,-7.281,-0.13,-0.497,-1.449,-8.468,-2.502,-0.531,-0.784,-65.588,-9.931,0.35,-0.231,-115.791,-75.518
CHEMBL4781702,-7.278,-0.214,-0.693,-1.608,-7.688,-3.84,-0.18,-0.682,-54.764,-6.089,0.875,-0.21,-84.432,-60.853
CHEMBL4111756,-7.276,-0.235,-0.737,-1.641,-9.602,-4.008,-0.32,-1.807,-49.571,-9.343,0.413,0,-91.835,-58.914
CHEMBL4741772,-7.276,-0.177,-0.612,-1.544,-8.496,-4.182,-0.306,-0.894,-55.488,-5.308,0.457,0,-98.643,-60.797
CHEMBL3586510,-7.276,-0.235,-0.737,-1.641,-8.62,-3.258,-0.246,-2.363,-52.439,-4.655,0.567,0,-84.042,-57.093
CHEMBL3586510,-7.276,-0.235,-0.737,-1.641,-8.62,-3.258,-0.246,-2.363,-52.439,-4.655,0.567,0,-84.042,-57.093
CHEMBL3586510,-7.276,-0.235,-0.737,-1.641,-8.62,-3.258,-0.246,-2.363,-52.439,-4.655,0.567,0,-84.042,-57.093
CHEMBL3314140,-7.276,-0.251,-0.771,-1.666,-9.857,-4.494,-0.2,-1.676,-48.146,-9.633,0.475,-0.109,-103.175,-57.779
CHEMBL3974236,-7.275,-0.291,-0.851,-1.725,-8.201,-2.559,-0.32,-2.373,-43.427,-9.606,0.664,0,-78.981,-53.033
CHEMBL255253,-7.274,-0.291,-0.851,-1.724,-8.642,-3.704,-0.238,-2.13,-34.142,-9.109,0.503,0,-75.801,-43.25
CHEMBL3586508,-7.272,-0.202,-0.667,-1.587,-7.274,-4.645,0,0.802,-58.617,-6.239,0.511,-0.076,-82.296,-64.856
CHEMBL3586508,-7.272,-0.202,-0.667,-1.587,-7.274,-4.645,0,0.802,-58.617,-6.239,0.511,-0.076,-82.296,-64.856
CHEMBL3935695,-7.272,-0.182,-0.622,-1.551,-8.927,-4.716,-0.549,-0.343,-50.131,-8.1,0.414,-0.012,-91.662,-58.231
CHEMBL377801,-7.263,-0.269,-0.807,-1.691,-9.416,-3.514,-0.054,-3.035,-45.582,-9.202,0.856,-0.01,-89.861,-54.784
CHEMBL3403433,-7.262,-0.259,-0.788,-1.676,-7.298,-3.163,-0.16,-1.899,-39.714,-5.556,0.743,0,-62.612,-45.27
CHEMBL4294023,-7.257,-0.29,-0.849,-1.72,-8.494,-3.469,-0.16,-1.712,-30.741,-12.726,0.478,-0.184,-73.689,-43.467
CHEMBL4294023,-7.257,-0.29,-0.849,-1.72,-8.494,-3.469,-0.16,-1.712,-30.741,-12.726,0.478,-0.184,-73.689,-43.467
CHEMBL4294023,-7.257,-0.29,-0.849,-1.72,-8.494,-3.469,-0.16,-1.712,-30.741,-12.726,0.478,-0.184,-73.689,-43.467
CHEMBL4294023,-7.257,-0.29,-0.849,-1.72,-8.494,-3.469,-0.16,-1.712,-30.741,-12.726,0.478,-0.184,-73.689,-43.467
CHEMBL3947284,-7.255,-0.186,-0.631,-1.556,-8.501,-4.025,-0.2,-0.755,-54.117,-7.956,0.475,-0.097,-99.535,-62.073
CHEMBL3622186,-7.251,-0.269,-0.806,-1.688,-9.381,-3.066,-0.725,-2.123,-28.508,-17.024,0.512,0,-60.797,-45.532
CHEMBL3622186,-7.251,-0.269,-0.806,-1.688,-9.381,-3.066,-0.725,-2.123,-28.508,-17.024,0.512,0,-60.797,-45.532
CHEMBL4113443,-7.25,-0.22,-0.705,-1.612,-8.447,-3.107,-0.195,-2.374,-51.288,-6.376,0.751,0,-85.04,-57.664
CHEMBL4113443,-7.25,-0.22,-0.705,-1.612,-8.447,-3.107,-0.195,-2.374,-51.288,-6.376,0.751,0,-85.04,-57.664
CHEMBL4113443,-7.25,-0.22,-0.705,-1.612,-8.447,-3.107,-0.195,-2.374,-51.288,-6.376,0.751,0,-85.04,-57.664
CHEMBL4113443,-7.25,-0.22,-0.705,-1.612,-8.447,-3.107,-0.195,-2.374,-51.288,-6.376,0.751,0,-85.04,-57.664
CHEMBL2022379,-7.249,-0.186,-0.63,-1.554,-7.254,-3.223,0,-1.113,-49.278,-6.333,0.56,-0.064,-76.866,-55.612
CHEMBL4789918,-7.244,-0.196,-0.652,-1.571,-9.093,-3.558,-0.519,-1.67,-53.462,-7.067,0.475,-0.089,-89.455,-60.529
CHEMBL4112221,-7.243,-0.207,-0.677,-1.59,-9.59,-4.151,-0.32,-1.401,-52.11,-10.201,0.418,0,-94.467,-62.31
CHEMBL3947045,-7.239,-0.268,-0.804,-1.685,-7.239,-3.746,-0.279,-1.62,-43.833,-0.9,0.732,0,-61.517,-44.732
CHEMBL3979995,-7.235,-0.19,-0.64,-1.56,-7.235,-4.191,0,-0.054,-58.82,-3.115,0.507,-0.089,-77.969,-61.935
CHEMBL4075948,-7.235,-0.301,-0.87,-1.732,-9.103,-3.826,-0.32,-2.349,-48.005,-7.817,0.965,0,-83.782,-55.822
CHEMBL4110921,-7.232,-0.207,-0.676,-1.588,-8.779,-3.242,0,-1.579,-39.07,-14.201,0.166,-0.041,-59.285,-53.271
CHEMBL3586506,-7.23,-0.201,-0.663,-1.577,-7.231,-4.117,0,0.145,-62.009,-3.7,0.478,-0.082,-86.513,-65.71
CHEMBL3586506,-7.23,-0.201,-0.663,-1.577,-7.231,-4.117,0,0.145,-62.009,-3.7,0.478,-0.082,-86.513,-65.71
CHEMBL3892790,-7.229,-0.207,-0.676,-1.587,-7.23,-4.297,0,-0.378,-51.077,-3.523,0.547,-0.02,-67.539,-54.6
CHEMBL3892790,-7.229,-0.207,-0.676,-1.587,-7.23,-4.297,0,-0.378,-51.077,-3.523,0.547,-0.02,-67.539,-54.6
CHEMBL4634922,-7.228,-0.233,-0.732,-1.63,-8.725,-2.815,-0.2,-2.952,-52.009,-6.702,0.848,0,-87.226,-58.71
CHEMBL4634922,-7.228,-0.233,-0.732,-1.63,-8.725,-2.815,-0.2,-2.952,-52.009,-6.702,0.848,0,-87.226,-58.71
CHEMBL4634922,-7.228,-0.233,-0.732,-1.63,-8.725,-2.815,-0.2,-2.952,-52.009,-6.702,0.848,0,-87.226,-58.71
CHEMBL3894089,-7.226,-0.181,-0.618,-1.541,-8.487,-3.945,-0.213,-1.511,-56.09,-3.18,0.562,-0.1,-79.494,-59.27
CHEMBL4063689,-7.226,-0.361,-0.981,-1.808,-7.241,-2.999,-0.16,-1.772,-29.475,-7.682,0.477,-0.161,-58.306,-37.157
CHEMBL4063689,-7.226,-0.361,-0.981,-1.808,-7.241,-2.999,-0.16,-1.772,-29.475,-7.682,0.477,-0.161,-58.306,-37.157
CHEMBL4063689,-7.226,-0.361,-0.981,-1.808,-7.241,-2.999,-0.16,-1.772,-29.475,-7.682,0.477,-0.161,-58.306,-37.157
CHEMBL4063689,-7.226,-0.361,-0.981,-1.808,-7.241,-2.999,-0.16,-1.772,-29.475,-7.682,0.477,-0.161,-58.306,-37.157
CHEMBL4531013,-7.226,-0.233,-0.732,-1.63,-9.918,-4.402,-0.149,-1.7,-56.897,-8.437,0.444,0,-101.913,-65.334
CHEMBL3906601,-7.225,-0.201,-0.663,-1.576,-7.248,-4.25,0,-0.193,-53.498,-4.07,0.61,-0.129,-72.854,-57.568
CHEMBL4554579,-7.225,-0.249,-0.765,-1.654,-9.249,-3.464,-0.309,-2.458,-50.445,-7.533,0.634,0,-90.648,-57.977
CHEMBL3934248,-7.224,-0.219,-0.702,-1.607,-7.283,-2.967,-0.22,-1.037,-52.911,-6.242,0.523,0,-81.413,-59.153
CHEMBL3934248,-7.224,-0.219,-0.702,-1.607,-7.283,-2.967,-0.22,-1.037,-52.911,-6.242,0.523,0,-81.413,-59.153
CHEMBL3353196,-7.224,-0.219,-0.702,-1.607,-7.283,-2.967,-0.22,-1.037,-52.911,-6.242,0.523,0,-81.413,-59.153
CHEMBL3944185,-7.223,-0.212,-0.688,-1.596,-9.506,-4.463,-0.289,-1.722,-60.853,-4.188,0.639,0,-99.028,-65.04
CHEMBL3902455,-7.22,-0.241,-0.748,-1.641,-9.78,-4.265,-0.485,-1.465,-47.964,-11.493,0.557,0,-93.232,-59.457
CHEMBL3972673,-7.22,-0.241,-0.748,-1.641,-9.78,-4.265,-0.485,-1.465,-47.964,-11.493,0.557,0,-93.232,-59.457
CHEMBL4111400,-7.219,-0.241,-0.748,-1.64,-9.683,-2.992,-0.263,-2.258,-49.734,-14.597,0.541,-0.034,-103.337,-64.33
CHEMBL3902455,-7.216,-0.241,-0.747,-1.64,-9.776,-4.531,-0.397,-1.428,-48.317,-10.415,0.557,0,-94.607,-58.732
CHEMBL3967068,-7.216,-0.241,-0.747,-1.64,-9.776,-4.531,-0.397,-1.428,-48.317,-10.415,0.557,0,-94.607,-58.732
CHEMBL3941139,-7.216,-0.258,-0.783,-1.666,-9.084,-3.707,-0.498,-2.104,-47.17,-6.661,0.61,-0.027,-79.506,-53.831
CHEMBL208667,-7.213,-0.314,-0.892,-1.744,-8.349,-3.113,-0.418,-2.721,-41.665,-3.438,0.552,-0.051,-65.922,-45.104
CHEMBL4293161,-7.206,-0.257,-0.781,-1.663,-7.342,-1.848,-0.444,-1.578,-39.274,-11.597,0.393,-0.162,-79.098,-50.871
CHEMBL4293161,-7.206,-0.257,-0.781,-1.663,-7.342,-1.848,-0.444,-1.578,-39.274,-11.597,0.393,-0.162,-79.098,-50.871
CHEMBL4087806,-7.205,-0.24,-0.746,-1.637,-8.806,-3.778,-0.032,-1.664,-51.031,-11.44,0.936,0,-88.971,-62.471
CHEMBL4087806,-7.205,-0.24,-0.746,-1.637,-8.806,-3.778,-0.032,-1.664,-51.031,-11.44,0.936,0,-88.971,-62.471
CHEMBL3920512,-7.203,-0.2,-0.661,-1.572,-7.204,-3.066,0,-1.11,-53.352,-5.18,0.482,-0.065,-80.002,-58.533
CHEMBL3982787,-7.203,-0.2,-0.661,-1.571,-7.203,-2.707,-0.32,-0.922,-52.724,-5.695,0.397,-0.161,-81.445,-58.418
CHEMBL4473472,-7.203,-0.24,-0.746,-1.637,-8.494,-2.733,-0.603,-1.971,-42.086,-10.261,0.672,-0.215,-85.94,-52.347
CHEMBL4473472,-7.203,-0.24,-0.746,-1.637,-8.494,-2.733,-0.603,-1.971,-42.086,-10.261,0.672,-0.215,-85.94,-52.347
CHEMBL4108811,-7.201,-0.248,-0.763,-1.649,-8.431,-3.033,-0.32,-2.223,-48.404,-8.013,0.848,-0.081,-87.193,-56.417
CHEMBL4064608,-7.2,-0.257,-0.781,-1.662,-8.556,-2.705,-0.585,-2.787,-37.321,-6.523,0.367,0,-56.769,-43.844
CHEMBL4064608,-7.2,-0.257,-0.781,-1.662,-8.556,-2.705,-0.585,-2.787,-37.321,-6.523,0.367,0,-56.769,-43.844
CHEMBL4064608,-7.2,-0.257,-0.781,-1.662,-8.556,-2.705,-0.585,-2.787,-37.321,-6.523,0.367,0,-56.769,-43.844
CHEMBL4064608,-7.2,-0.257,-0.781,-1.662,-8.556,-2.705,-0.585,-2.787,-37.321,-6.523,0.367,0,-56.769,-43.844
CHEMBL4064608,-7.2,-0.257,-0.781,-1.662,-8.556,-2.705,-0.585,-2.787,-37.321,-6.523,0.367,0,-56.769,-43.844
CHEMBL4782804,-7.195,-0.212,-0.686,-1.59,-7.606,-2.839,-0.58,-1.447,-52.574,-6.732,0.98,-0.082,-81.102,-59.306
CHEMBL3977868,-7.195,-0.257,-0.78,-1.661,-9.633,-3.694,-0.703,-2.408,-45.614,-8.496,0.727,0,-83.515,-54.11
CHEMBL3909778,-7.189,-0.257,-0.78,-1.659,-9.68,-4.424,-0.304,-1.619,-44.939,-13.075,0.875,0,-90.917,-58.014
CHEMBL3909500,-7.188,-0.24,-0.744,-1.633,-9.848,-3.914,-0.608,-2.152,-47.636,-8.839,0.555,-0.022,-83.809,-56.475
CHEMBL4290222,-7.187,-0.232,-0.728,-1.621,-8.149,-3.503,0,-0.972,-35.162,-14.889,0.433,-0.115,-73.36,-50.052
CHEMBL4290222,-7.187,-0.232,-0.728,-1.621,-8.149,-3.503,0,-0.972,-35.162,-14.889,0.433,-0.115,-73.36,-50.052
CHEMBL4290222,-7.187,-0.232,-0.728,-1.621,-8.149,-3.503,0,-0.972,-35.162,-14.889,0.433,-0.115,-73.36,-50.052
CHEMBL4290222,-7.187,-0.232,-0.728,-1.621,-8.149,-3.503,0,-0.972,-35.162,-14.889,0.433,-0.115,-73.36,-50.052
CHEMBL4290222,-7.187,-0.232,-0.728,-1.621,-8.149,-3.503,0,-0.972,-35.162,-14.889,0.433,-0.115,-73.36,-50.052
CHEMBL3393607,-7.181,-0.194,-0.647,-1.557,-8.083,-3.349,-0.543,-0.964,-57.194,-7.972,0.836,-0.007,-88.074,-65.167
CHEMBL3353195,-7.179,-0.199,-0.659,-1.566,-7.204,-3.901,-0.057,-0.385,-55.146,-4.292,0.629,-0.088,-80.338,-59.438
CHEMBL4097418,-7.178,-0.299,-0.863,-1.718,-7.202,-3.666,-0.158,-1.169,-34.085,-5.926,0.522,-0.138,-52.748,-40.011
CHEMBL4097418,-7.178,-0.299,-0.863,-1.718,-7.202,-3.666,-0.158,-1.169,-34.085,-5.926,0.522,-0.138,-52.748,-40.011
CHEMBL3952252,-7.171,-0.194,-0.646,-1.555,-7.187,-3.529,0,-1.188,-49.893,-3.712,0.581,0,-77.564,-53.606
CHEMBL4784448,-7.169,-0.211,-0.683,-1.584,-7.58,-3.428,-0.184,-1.233,-54.566,-5.867,0.98,-0.106,-89.004,-60.434
CHEMBL4108507,-7.169,-0.247,-0.759,-1.641,-8.399,-2.789,-0.16,-2.561,-47.87,-8.423,0.844,-0.076,-85.67,-56.293
CHEMBL4109312,-7.168,-0.194,-0.646,-1.555,-7.168,-1.457,-0.456,-1.235,-47.492,-14.331,0.65,-0.146,-85.863,-61.823
CHEMBL4115508,-7.168,-0.194,-0.646,-1.555,-7.358,-3.722,-0.092,-0.696,-52.979,-3.499,0.38,-0.055,-78.883,-56.478
CHEMBL3356117,-7.168,-0.211,-0.683,-1.584,-7.194,-2.926,-0.063,-2.042,-48.224,-2.365,0.602,0,-78.519,-50.589
CHEMBL4108289,-7.167,-0.239,-0.742,-1.628,-9.631,-3.057,-0.398,-2.01,-50.191,-14.419,0.541,-0.034,-104.156,-64.61
CHEMBL4632511,-7.166,-0.265,-0.796,-1.668,-7.203,-4.118,0,-1.285,-47.678,-2.246,0.921,0,-71.255,-49.925
CHEMBL4632511,-7.166,-0.265,-0.796,-1.668,-7.203,-4.118,0,-1.285,-47.678,-2.246,0.921,0,-71.255,-49.925
CHEMBL4632511,-7.166,-0.265,-0.796,-1.668,-7.203,-4.118,0,-1.285,-47.678,-2.246,0.921,0,-71.255,-49.925
CHEMBL4744403,-7.165,-0.256,-0.777,-1.654,-7.251,-3.292,0,-1.992,-36.638,-3.41,0.393,-0.016,-58.126,-40.048
CHEMBL4069378,-7.165,-0.326,-0.913,-1.751,-7.281,-2.88,0,-2.392,-35.532,-4.279,0.41,0,-59.222,-39.811
CHEMBL4288305,-7.163,-0.247,-0.759,-1.64,-8.35,-3.516,-0.164,-1.495,-33.821,-11.87,0.484,-0.189,-75.177,-45.691
CHEMBL4288305,-7.163,-0.247,-0.759,-1.64,-8.35,-3.516,-0.164,-1.495,-33.821,-11.87,0.484,-0.189,-75.177,-45.691
CHEMBL4288305,-7.163,-0.247,-0.759,-1.64,-8.35,-3.516,-0.164,-1.495,-33.821,-11.87,0.484,-0.189,-75.177,-45.691
CHEMBL4288305,-7.163,-0.247,-0.759,-1.64,-8.35,-3.516,-0.164,-1.495,-33.821,-11.87,0.484,-0.189,-75.177,-45.691
CHEMBL4780798,-7.162,-0.171,-0.593,-1.512,-7.172,-2.258,-0.376,-1.069,-46.862,-9.796,0.427,-0.084,-73.098,-56.658
CHEMBL4790193,-7.156,-0.188,-0.633,-1.543,-9.382,-3.578,-0.794,-1.021,-54.858,-13.234,0.865,-0.126,-106.776,-68.092
CHEMBL4108854,-7.153,-0.204,-0.668,-1.57,-9.725,-2.916,-0.497,-2.867,-48.232,-11.231,0.687,-0.036,-96.738,-59.463
CHEMBL3985891,-7.152,-0.265,-0.795,-1.665,-9.688,-3.659,-0.623,-2.377,-47.737,-7.794,0.526,0,-83.369,-55.531
CHEMBL4095514,-7.15,-0.223,-0.709,-1.601,-7.191,-3.803,0,-0.915,-50.643,-5.075,0.82,0,-77.67,-55.718
CHEMBL4095514,-7.15,-0.223,-0.709,-1.601,-7.191,-3.803,0,-0.915,-50.643,-5.075,0.82,0,-77.67,-55.718
CHEMBL4536303,-7.144,-0.223,-0.709,-1.6,-7.63,-3.21,-0.16,-1.223,-49.31,-7.38,0.732,-0.197,-84.572,-56.691
CHEMBL4108981,-7.144,-0.23,-0.724,-1.611,-9.594,-3.281,-0.301,-1.843,-49.386,-14.525,0.519,-0.039,-102.84,-63.911
CHEMBL3903890,-7.144,-0.325,-0.91,-1.746,-7.144,-3.137,0,-2.619,-41.847,-0.932,0.844,0,-58.688,-42.779
CHEMBL3947284,-7.141,-0.183,-0.621,-1.531,-7.459,-3.917,-0.241,0,-46.718,-8.376,0.475,-0.184,-80.06,-55.094
CHEMBL3948588,-7.138,-0.188,-0.632,-1.539,-9.061,-4.386,-0.282,-1.04,-60.417,-5.598,0.546,-0.038,-94.386,-66.015
CHEMBL4111891,-7.138,-0.223,-0.708,-1.598,-7.158,-1.898,-0.16,-1.386,-39.267,-16.384,0.82,-0.113,-82.296,-55.652
CHEMBL4101382,-7.131,-0.223,-0.707,-1.597,-8.739,-3.755,-0.704,-0.933,-48.667,-11.767,0.851,0,-84.197,-60.433
CHEMBL4101382,-7.131,-0.223,-0.707,-1.597,-8.739,-3.755,-0.704,-0.933,-48.667,-11.767,0.851,0,-84.197,-60.433
CHEMBL3980882,-7.13,-0.198,-0.654,-1.556,-9.717,-4.685,-0.262,-1.683,-62.432,-3.91,0.622,0,-104.044,-66.342
CHEMBL4088523,-7.13,-0.264,-0.792,-1.66,-8.606,-4.088,0,-2.182,-53.422,-2.73,0.746,0,-82.786,-56.152
CHEMBL209820,-7.129,-0.264,-0.792,-1.66,-8.634,-2.795,-0.162,-3.121,-47.407,-5.483,0.646,-0.009,-74.962,-52.89
CHEMBL3918584,-7.128,-0.188,-0.631,-1.537,-7.129,-3.986,0,-0.09,-61.286,-2.886,0.582,-0.138,-82.523,-64.172
CHEMBL380009,-7.127,-0.339,-0.936,-1.762,-8.353,-2.982,-0.376,-3.182,-39.818,-3.334,0.677,0,-61.834,-43.152
CHEMBL3940314,-7.127,-0.198,-0.654,-1.555,-9.498,-4.371,-0.233,-1.531,-61.769,-5.673,0.577,0,-102.952,-67.442
CHEMBL3893473,-7.125,-0.246,-0.755,-1.632,-9.799,-4.571,-0.559,-1.496,-46.834,-11.02,0.822,0,-93.299,-57.855
CHEMBL2178352,-7.125,-0.204,-0.666,-1.564,-8.09,-2.494,-0.172,-1.773,-50.958,-10.355,0.55,-0.099,-96.279,-61.313
CHEMBL4757349,-7.124,-0.198,-0.653,-1.554,-8.973,-3.564,-0.512,-1.812,-51.908,-6.133,0.5,-0.07,-85.115,-58.041
CHEMBL1439445,-7.116,-0.297,-0.855,-1.703,-7.116,-3.033,0,-2.443,-45.901,-0.506,0.736,-0.005,-63.616,-46.407
