Molecule ChEMBL ID,Smiles
CHEMBL4647594,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](C)C(C)(C)O
CHEMBL4784665,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCC(F)CC3)co2)ccn1
CHEMBL3897686,Cc1ccc(-n2nc(C3CCN(CC(C)C)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3353219,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cc(O)cnc23)CC1
CHEMBL3959961,Cc1ccc(-n2nc(C3CN(Cc4cnccn4)C3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3946548,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3N3CCC(CO)CC3)cnn2c1
CHEMBL3969501,Cc1ccc(-n2nc(C3CCN([S+]([O-])c4ccc(Cl)cc4Cl)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3923938,NC1CCC(Oc2ccc(Cl)cc2NC(=O)c2csc3cncnc23)CC1
CHEMBL3900252,Cc1ccc(-n2nc(C3CCN(C4CCC5CC54)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3969222,CN(C)CC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cc(O)cnc23)CC1
CHEMBL4114655,Cc1ccc(-n2nc(C3CCCN(Cc4ccc(C5(C#N)COC5)cc4)C3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3940314,Cc1ccc(-n2nc(C3CCN(Cc4ccsc4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3898083,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1csc2cncnc12
CHEMBL3951493,Cc1ccc(-n2nc(C3CCN([S+]([O-])c4ccc(N5CCOCC5)nc4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3622183,O=c1[nH]c(NC2CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4781524,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCN(C)C)nc12
CHEMBL3958308,Cc1ccc(-n2nc(C3CCN(C4CCC(NS(C)(=O)=O)CC4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3958620,Cc1ccc(-n2nc(C3CCN(C)CC3)cc2NC(=O)c2cnn3cc(Br)cnc23)cc1
CHEMBL3898402,O=C(Nc1cc(Cl)ccc1OCCCO)c1cnn2cccnc12
CHEMBL4093475,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CC1
CHEMBL3904136,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1
CHEMBL3958009,CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC(C)C)CC1
CHEMBL4636136,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1
CHEMBL4639599,CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C
CHEMBL4064608,c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1
CHEMBL4115086,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(C)(C)N1CCOCC1
CHEMBL3932554,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(C2CN(S(C)(=O)=O)C2)c1
CHEMBL4112547,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(O)(C1CC1)C1CC1
CHEMBL4115627,CC(C)Nc1cc(-n2ccc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3902828,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC(C)C)CC1
CHEMBL3918335,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(CCO)cnc12
CHEMBL3343057,COc1cc(C(=O)Nc2ccc(NC(=O)C3CCCCN3)cc2)cc(-c2c[nH]c(=O)[nH]c2=O)c1
CHEMBL4115518,CNC(=O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CC1
CHEMBL4293607,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H](C)CC(N)=O)c34)CC2)CC1
CHEMBL3343051,O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1cccc(-c2c[nH]c(=O)[nH]c2=O)c1
CHEMBL4285338,CN(C)[C@H]1CC[C@H](Nc2ncnn3ccc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1
CHEMBL4293161,CN(C)[C@H]1CC[C@H](Nc2ncnn3ccc([C@H]4CC[C@@H](C(N)=O)CC4)c23)CC1
CHEMBL4791626,CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1
CHEMBL4764582,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCN(C)CC3)nc12
CHEMBL4782801,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O
CHEMBL4453861,O=C(Nc1cc2cccnc2cc1N1CCC(CO)CC1)c1cnn2cccnc12
CHEMBL3979848,COc1cc2ccccc2cc1NC(=O)c1cnn2cccnc12
CHEMBL4569648,O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1cnn2cccnc12
CHEMBL4460055,O=C(Nc1cc2[nH]c(N3CCOCC3)nc2cc1N1CCC(CO)CC1)c1cnn2cccnc12
CHEMBL4783351,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1
CHEMBL4110426,CN(C)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL4107813,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(O)C1
CHEMBL4567291,COc1cc2cccnc2cc1NC(=O)c1cnn2cccnc12
CHEMBL4290202,CNC(=O)C[C@@H](C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCN(C(=O)OC)CC4)CC3)c12
CHEMBL4294631,CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12
CHEMBL4107284,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCOCC1F
CHEMBL4112434,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(F)C1
CHEMBL4113503,CC(C)[C@H]1C[C@@H](Nc2nc(N3CCC(c4cncnc4)CC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O
CHEMBL3622520,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCNC2)c1-c1nc2ccccc2s1
CHEMBL3898966,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc[nH]1
CHEMBL4463353,CC1(C)Cc2cc(NC(=O)c3cnn4c(O)ccnc34)c(N3CCOCC3)cc2O1
CHEMBL3914855,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC(C(C)(O)C2CC2)CC1
CHEMBL4107090,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CN(c2ncc(Cl)cn2)C1
CHEMBL4466092,CC1(C)Cc2cc(NC(=O)c3cnn4cc(O)cnc34)c(N3CCOCC3)cc2O1
CHEMBL4583622,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C)nc34)CC2)CC1
CHEMBL4548760,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C(C)C#N)nc34)CC2)CC1
CHEMBL3951199,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)C1(O)COC1
CHEMBL4111498,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1Nc1cnn(CCCF)c1
CHEMBL3970825,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H]([N+](=O)[O-])CC1
CHEMBL4112124,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccccn2)cs1
CHEMBL4284323,Cc1ccn2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12
CHEMBL4113542,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1ccc(-n2cncn2)cc1
CHEMBL3941496,Cc1cccc2nc(-c3c(NC4CCCNC4)nc(N4CCOCC4)[nH]c3=O)sc12
CHEMBL4106632,CN(CCO)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL4545955,Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(=O)Nc2cncnc2)n1
CHEMBL3906640,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCc2nc(N)sc2C1
CHEMBL4077863,CNC(=O)c1cnc(Nc2ccc3c(cnn3C)c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO
CHEMBL3921909,[C-]#[N+]CC(=O)N1CCC(CCNC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1
CHEMBL4106949,C[C@H](CF)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4472363,O=C1CCC(N2C(=O)c3ccc(N4CCC(CN5CCN(Cc6ccc7c(c6)nc(NC(=O)c6cccc(C(F)(F)F)c6)n7[C@H]6CC[C@@H](CO)CC6)CC5)CC4)cc3C2=O)C(=O)N1
CHEMBL3923644,O=C(Nc1cc(C2CCNCC2)nn1C1CCOCC1)c1cnn2cccnc12
CHEMBL3951199,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)C1(O)COC1
CHEMBL4110386,O=c1[nH]c(N[C@H]2c3ccccc3C[C@@H]2O)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4108358,Cc1ccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc2c1
CHEMBL4112969,O=c1[nH]c(N2CCC(F)(F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4087063,c1nc(S[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1
CHEMBL4061890,COc1cc2c(OC[C@@H]3CCC(=O)N3)ccnc2cc1C(N)=O
CHEMBL4114010,CC[C@@H](C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4109957,O=c1[nH]c(N2CC3CC2CS(=O)(=O)C3)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1
CHEMBL4645368,CC(C)(O)[C@@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CC1
CHEMBL4643871,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4639599,CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C
CHEMBL4642013,CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CC1
CHEMBL3902184,CCN1CCCC1CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1ccc2ccccc2n1
CHEMBL3985891,N[C@H]1C[C@H]1Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1
CHEMBL3920512,C#Cc1cnc2c(C(=O)Nc3cc(C4CCN(S(C)(=O)=O)CC4)nn3-c3ccc(C)cn3)cnn2c1
CHEMBL3897735,O=C(Nc1cc(C2CCNCC2)nn1-c1ccc(C2CC2)cc1)c1cnn2cccnc12
CHEMBL4645368,CC(C)(O)[C@@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CC1
CHEMBL4644871,CCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C
CHEMBL3622512,O=c1[nH]c(N2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3963416,O=C(Nc1cc(Cl)ccc1C1CCCCC1)c1cnn2cccnc12
CHEMBL3903828,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)[C@H](C)O)CC1
CHEMBL3622188,CSc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL4109064,COc1ccc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)cc1
CHEMBL4114134,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ccc(C2CC2)cn1
CHEMBL4115559,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)(F)F)c1
CHEMBL3954291,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(CN2CCOCC2)cc1
CHEMBL4748475,Cn1cc(-c2cccc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)n2)cn1
CHEMBL4788562,O=C(Nc1ccc2nc(N3CCOCC3)oc2c1)c1cccc(-c2cccnc2)n1
CHEMBL4757687,Nc1ccc(-c2cccc(C(=O)Nc3cc4oc(N5CCOCC5)nc4cc3N3CCCCC3)n2)cn1
CHEMBL4783351,Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1
CHEMBL4763990,COc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)co2)ccn1
CHEMBL4643871,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL260007,CC(C)c1ccccc1NC(=O)c1csc(-c2cccnc2)n1
CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1
CHEMBL4462969,CC1(C)Cc2cc(NC(=O)c3cnn4cc(C(F)F)cnc34)c(N3CCOCC3)cc2O1
CHEMBL4079743,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1
CHEMBL4107485,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(C2CC2)cs1
CHEMBL4107194,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccc(F)cc2s1
CHEMBL3963873,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)N2CCN(c3ccc(F)cc3F)CC2)cs1
CHEMBL3949446,Cc1ccc(-n2nc(C3CCNCC3)cc2NC(=O)c2cnn3cccnc23)cn1
CHEMBL3622518,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4093120,COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)nccc2cc1C(N)=O
CHEMBL4641090,CC(C)Nc1cc(Nc2ccn3nccc3n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4634922,CC(C)Nc1cc(Nc2nc3ccnn3cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4641886,CC(C)Nc1cc(Nc2ccn3nccc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL4109047,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3978710,CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC2CCOCC2)CC1
CHEMBL4110865,CC(=O)N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1
CHEMBL3982860,NC1CCCCC1Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1
CHEMBL4523017,Cn1cc(NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1
CHEMBL4112425,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@@H]3CN[C@H]2C3)c1-c1nc2ccccc2s1
CHEMBL3928207,O=c1[nH]c(N2CC3CCC(C2)O3)nc(NC2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4109278,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1
CHEMBL3949920,O=c1[nH]c(N2CCOCC2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4079743,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1
CHEMBL4518357,CN(C)[C@H]1CN(C(=O)c2nn(C)cc2NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)C[C@@H]1O
CHEMBL4107224,CC(Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)C(F)(F)F
CHEMBL3948840,CS[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC(C)C)CC1
CHEMBL4112923,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(Br)ccc2s1
CHEMBL4112188,NC(=O)CNc1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL3909465,Cc1ccc(-n2nc(C3CCN(C4CC(N(C)C)C4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3957189,O=C(Nc1cc2cccnc2cc1OC1CCNCC1)c1cnn2cccnc12
CHEMBL4111747,Cc1cc(C2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4ccc5ccccc5n4)c(=O)[nH]3)CC2)[nH]n1
CHEMBL4107335,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2o1
CHEMBL3622527,O=c1[nH]c(N2CCOCC2)nc(NC2CCNCC2)c1-c1nc2ccccc2s1
CHEMBL3931304,O=c1[nH]c(NC2CCC2)nc(NC[C@H](O)CO)c1-c1nc2ccccc2s1
CHEMBL4110364,O=c1[nH]c(N2CCN(c3ccccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL4102532,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CC[C@H](O)CC1
CHEMBL4069224,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCCC[C@@H]1O
CHEMBL3353202,O=c1[nH]c(N2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1
CHEMBL3586505,Cc1ccc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3890485,CC(C)(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COC1
CHEMBL3961524,CNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC(C)C
CHEMBL4113034,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1CCN(C(=O)CC(F)(F)F)C1
CHEMBL4109550,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1ccc2ncsc2c1
CHEMBL3931326,Cc1ccc(-n2nc(C3CCCN(CC4CCOC4)C3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3892921,NC(=O)c1nnc(-c2cnc(Nc3ccc4ncsc4c3)cc2N[C@H](CO)Cc2ccccc2)o1
CHEMBL4114067,O=c1[nH]c(N2CCN(Cc3nccs3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4113284,CC1(Nc2cc(-n3cnc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1
CHEMBL4108062,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C(N)=O)cnc32)cc1NCC1CNC1
CHEMBL4109689,CC1(CNc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)COC1
CHEMBL3982186,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1C[C@H]1CO
CHEMBL3907661,CC(C)Nc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NCCN1CCOCC1
CHEMBL3932942,CC(C)NC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1
CHEMBL3622516,O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL3976316,Cc1ccc(-c2cc(NC(=O)c3cnn4cc(Br)cnc34)n(-c3ccc(C)cn3)n2)cc1
CHEMBL3586487,COc1cc(-c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C)cc3)n2)ccn1
CHEMBL3902377,NC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1
CHEMBL3986164,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC12CCC(O)(CC1)C2
CHEMBL4107911,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC12CCC(O)(CC1)C2
CHEMBL4110098,CC(CCO)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3984663,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@H]1CCOC1
CHEMBL4107673,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cncnc32)cc1NC1CC1
CHEMBL4107887,CC(C)(O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1
CHEMBL3927487,Cc1ccc(-n2nc(-c3ccc(CN4CCN(C)CC4)cc3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4113003,CS(=O)(=O)C1CN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)C1
CHEMBL3622184,Cc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1
CHEMBL4106614,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCCN1CCOCC1
CHEMBL4113443,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCC(F)C1
CHEMBL4113585,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](NC2COC2)CC1
CHEMBL3930748,CC(C)(O)[C@H]1CC[C@H](Nc2cc(-n3ncc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1
CHEMBL4115161,CCNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3950483,Cc1ccc(-n2nc(C3CCN(C4CCN(C)CC4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3890249,CC(C)(O)CCNC(=O)c1cnc(-n2ccc3cc(Cl)cnc32)cc1NC1CCOCC1
CHEMBL3965902,Cc1ccc(-n2nc(C3CCN(C(C)C(=O)N4CCCCC4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3968119,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(-c2ccc(F)c(S(=O)(=O)NC(C)(C)C)c2)o1
CHEMBL4108417,O=c1[nH]c(Nc2ccccc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1
CHEMBL4108784,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCCOC1
CHEMBL4110095,CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL3944795,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2csc3cncnc23)CC1
CHEMBL3922205,Cc1ccc(-n2nc(C3CCN(C(C)C)CC3)cc2NC(=O)c2cnn3cc(Br)cnc23)cc1
CHEMBL3952231,O=C(Nc1cc(C2CCNCC2)nn1-c1ccc(C(F)(F)F)cc1)c1cnn2cccnc12
CHEMBL3984189,Cc1cnc(-n2nc(C3CCN(S(=O)(=O)C4CC4)CC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3936851,Cc1ccc(-n2nc(C3CCN(Cc4ccncc4)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3962404,Cc1ccc(-n2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3946452,Cc1ccc(-c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C4CC4)cn3)n2)cc1
CHEMBL3924029,Cc1ccc(-n2nc(C3CCNCC3)cc2NC(=O)c2cnn3cccnc23)nc1
CHEMBL3978837,Cc1ccc(-n2nc(C3CCN([S+]([O-])c4cccc5cccnc45)CC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3919757,Cc1ccc(-n2nc(-c3cncc(F)c3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3914235,Cc1ccc(-n2nc(CN3CCCC3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL3985571,Cc1ccc(-n2nc(C3CCN(S(C)(=O)=O)CC3)cc2NC(=O)c2cnn3cccnc23)nc1C
CHEMBL3908242,Cc1ccc(-n2nc(C3CN(S(=O)(=O)C4CCCC4)C3)cc2NC(=O)c2cnn3cccnc23)cc1
CHEMBL4093989,CC(C)Oc1ccccc1C(N)=O
CHEMBL4092338,CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O
CHEMBL4100091,COc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O
CHEMBL4113814,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc(-c2ccc(F)cc2)cs1
CHEMBL4089544,COc1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1
